mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__metric,param_classifier__n_neighbors,param_classifier__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.09104986190795898,0.017969075059007557,0.15122218132019044,0.017624010984174834,euclidean,11,distance,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 11, 'classifier__weights': 'distance'}",-3.93947499046254,-3.822457061536415,-4.505933206604126,-3.795940529133098,-4.064390220290901,-4.025639201605416,0.2583225526922891,8,-7.612840511865724e-08,-0.00025307080184010537,-0.0002530305367606626,-1.1467949908138005e-07,-0.00025307264655274485,-0.00015187295861154257,0.0001239258559545976
0.08792543411254883,0.005922158029116805,0.14969072341918946,0.030299336867101297,euclidean,21,distance,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 21, 'classifier__weights': 'distance'}",-1.9343277289762526,-2.291203790469398,-2.4329163124537425,-2.0244447841039217,-2.5954490999333055,-2.255668343187324,0.24692294259311848,5,-1.3674776988702898e-07,-0.00025315141536546144,-0.00025307839235071865,-2.03962244677213e-07,-0.0002531533838975711,-0.0001519447803256631,0.00012392330411559516
0.08257169723510742,0.01194276486226396,0.17260913848876952,0.02944091728299569,euclidean,31,distance,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 31, 'classifier__weights': 'distance'}",-1.6399335730177997,-1.7435836853188167,-1.8507960749473136,-1.6245017538692115,-1.964424390192963,-1.764647895469221,0.12881805840070898,3,-1.9351174625286596e-07,-0.0002532268686689254,-0.0002531229784914125,-2.87254028817823e-07,-0.0002532290388036946,-0.00015201193034782064,0.00012392095905939073
0.07935667037963867,0.010177407867415483,0.16420321464538573,0.03959290887604167,euclidean,41,distance,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 41, 'classifier__weights': 'distance'}",-1.5219739198637954,-1.5482970456443126,-1.5873057690994758,-1.4071264939277002,-1.7041665593326643,-1.5537739575735898,0.09621749799747345,1,-2.463562664177728e-07,-0.00025329803548002316,-0.0002531658549254428,-3.667386354357703e-07,-0.0002533017589918889,-0.0001520757488598417,0.000123919049559608
0.05011744499206543,0.00752068235642292,0.4127651691436768,0.03490823161262835,manhattan,11,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 11, 'classifier__weights': 'distance'}",-3.660822376587605,-3.6333210244405802,-4.336568986668949,-4.112594802323074,-4.163324940131417,-3.981326426030325,0.28297799486300973,7,-2.2204460492503136e-16,-0.0002529734235622458,-0.0002529734235622458,-2.2204460492503136e-16,-0.0002529734235622458,-0.0001517840541374363,0.0001239311612423843
0.06116266250610351,0.009574194366605669,0.49199810028076174,0.05700815815006147,manhattan,21,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 21, 'classifier__weights': 'distance'}",-2.257571017591648,-2.3198844740650326,-2.399719147157865,-2.117797018667177,-2.614288432526513,-2.341852018001647,0.1645337092145155,6,-2.2204460492503136e-16,-0.0002529734235622458,-0.0002529734235622458,-2.2204460492503136e-16,-0.0002529734235622458,-0.0001517840541374363,0.0001239311612423843
0.06742820739746094,0.009071735605439321,0.5768611907958985,0.07101028918282286,manhattan,31,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 31, 'classifier__weights': 'distance'}",-1.7222846676641814,-1.8409590696996063,-1.8366068785604996,-1.801780591522646,-2.0825811709657684,-1.8568424756825403,0.12062946183302116,4,-2.2204460492503136e-16,-0.0002529734235622458,-0.0002529734235622458,-2.2204460492503136e-16,-0.0002529734235622458,-0.0001517840541374363,0.0001239311612423843
0.07005114555358886,0.005707670300191125,0.6221330165863037,0.02037415695909342,manhattan,41,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 41, 'classifier__weights': 'distance'}",-1.427501186613143,-1.523113027080752,-1.5964942379042275,-1.5665818731757297,-1.7700208704943774,-1.576742239053646,0.11224882001638245,2,-2.2204460492503136e-16,-0.0002529734235622458,-0.0002529734235622458,-2.2204460492503136e-16,-0.0002529734235622458,-0.0001517840541374363,0.0001239311612423843
